Campaign_ID,Campaign_Name,Channel,Target_Segment,Impressions,Clicks,Conversions,Deposits,Revenue_USD,Start_Date,End_Date
C001,Lucky Draw,SMS,High Rollers,30624,4223,1932,859,10259.7,2025-06-27,2025-07-07
C012,Weekend Frenzy,SMS,High Rollers,19900,9394,1731,618,26996.73,2025-06-04,2025-06-12
C010,Flash Bet Boost,Affiliate,High Rollers,1495,1495,1495,1495,21106.07,2025-06-08,2025-06-16
C002,VIP Reload,SMS,High Rollers,39495,5860,885,885,28290.52,2025-06-30,2025-07-14
C009,Loyalty Bonus,Affiliate,New Users,15378,2565,2353,2353,48462.67,2025-06-03,2025-06-15
C002,Instant Win Promo,Social Media,Casual Bettors,28745,6147,6147,1165,36208.23,2025-06-29,2025-07-11
C014,Spin & Win,Email,Returning Users,27440,9102,2974,1286,13301.54,2025-06-03,2025-06-11
C011,Deposit Doubler,Affiliate,Returning Users,12366,631,631,631,11830.4,2025-06-30,2025-07-14
C011,Flash Bet Boost,Social Media,Returning Users,27028,876,876,876,27795.65,2025-06-12,2025-06-22
C017,Refer & Earn,Affiliate,High Rollers,14637,3497,3497,718,48113.03,2025-06-27,2025-07-04
C004,Lucky Draw,Social Media,Returning Users,18882,2519,2519,1750,2624.74,2025-06-06,2025-06-13
C013,Refer & Earn,Social Media,New Users,31587,1494,1494,1494,43099.49,2025-06-13,2025-06-27
C007,Cashback Carnival,Social Media,High Rollers,16207,8460,7273,1797,28380.64,2025-06-10,2025-06-22
C016,Refer & Earn,Email,High Rollers,7663,7663,1884,1884,4902.14,2025-06-25,2025-07-06
C001,Comeback Offer,Affiliate,New Users,17915,6347,1371,1371,38947.87,2025-06-08,2025-06-17
C013,Comeback Offer,Affiliate,Casual Bettors,34721,9479,3452,3452,31379.59,2025-06-14,2025-06-21
C001,Flash Bet Boost,Affiliate,New Users,19981,3155,1092,1092,48022.58,2025-06-05,2025-06-18
C011,Refer & Earn,Social Media,New Users,39546,6261,6261,3987,48435.79,2025-06-21,2025-07-01
C006,VIP Reload,SMS,New Users,49504,3019,576,576,43043.08,2025-06-13,2025-06-22
C020,Instant Win Promo,SMS,Casual Bettors,19621,9042,466,466,23003.7,2025-06-02,2025-06-12
C003,Lucky Draw,Affiliate,Returning Users,1347,568,568,373,15088.58,2025-06-09,2025-06-17
C012,VIP Reload,SMS,New Users,26200,2924,2778,2778,28364.85,2025-06-21,2025-07-04
C005,Comeback Offer,SMS,High Rollers,38027,3759,3729,3729,22834.22,2025-06-14,2025-06-23
C009,Mega Multiplier,SMS,Returning Users,36348,223,223,223,12792.07,2025-06-26,2025-07-03
C012,Bet & Chill,Social Media,Returning Users,30555,5638,5638,3103,35267.65,2025-06-11,2025-06-22
C010,Deposit Doubler,Affiliate,Churned Users,17216,2650,2650,2650,34011.44,2025-06-10,2025-06-23
C019,Spin & Win,Affiliate,New Users,17169,2658,2658,765,18235.63,2025-06-19,2025-06-26
C005,Mega Multiplier,Push Notification,Returning Users,8013,8013,6118,1533,19949.16,2025-06-15,2025-06-24
C005,Lucky Draw,Push Notification,High Rollers,45264,3733,3733,2413,20140.94,2025-06-25,2025-07-03
C009,Lucky Draw,SMS,Casual Bettors,46657,4034,767,767,23656.51,2025-06-23,2025-06-30
C020,Goal Galore,Affiliate,Casual Bettors,49268,250,250,250,16611.88,2025-06-03,2025-06-10
C017,Comeback Offer,SMS,Returning Users,3211,238,238,238,3664.9,2025-06-27,2025-07-09
C010,Big Match Bonus,Social Media,Casual Bettors,22212,9867,2955,2955,34374.53,2025-06-18,2025-07-01
C001,High Roller Heaven,Affiliate,Churned Users,15931,4887,1655,1655,47014.03,2025-06-13,2025-06-26
C016,Late Night Thrill,Social Media,Casual Bettors,35260,5395,5395,271,5040.84,2025-06-17,2025-06-26
C015,Big Match Bonus,Social Media,Casual Bettors,14224,2552,2552,2552,21943.61,2025-06-10,2025-06-22
C017,Late Night Thrill,Affiliate,Casual Bettors,6703,1089,1089,925,18764.34,2025-06-08,2025-06-22
C020,Spin & Win,SMS,High Rollers,1254,1254,1254,1254,33843.9,2025-06-08,2025-06-19
C013,Midweek Madness,Push Notification,Churned Users,5645,1656,1656,1656,44435.93,2025-06-20,2025-07-04
C001,Weekend Frenzy,SMS,Churned Users,35390,6178,4673,1255,42903.83,2025-06-27,2025-07-10
C008,Spin & Win,Push Notification,Casual Bettors,35270,5694,2946,1112,11912.66,2025-06-17,2025-06-26
C005,Refer & Earn,Email,Returning Users,9589,5234,2467,2467,47095.54,2025-06-22,2025-06-29
C006,Refer & Earn,Push Notification,High Rollers,23928,3356,1683,1683,21915.52,2025-06-17,2025-06-28
C020,Mega Multiplier,Affiliate,Returning Users,12507,1808,1808,158,48723.38,2025-06-19,2025-06-28
C014,Late Night Thrill,Push Notification,New Users,3759,3759,3759,3424,37579.94,2025-06-05,2025-06-16
C011,Welcome Bonus,Email,High Rollers,22693,2843,2843,2843,22981.26,2025-06-15,2025-06-22
C006,Refer & Earn,Push Notification,Casual Bettors,39590,3968,218,218,21445.69,2025-06-29,2025-07-07
C011,Goal Galore,SMS,High Rollers,12406,9665,172,172,46343.63,2025-06-30,2025-07-07
C013,Comeback Offer,Push Notification,High Rollers,19105,1002,1002,1002,10619.04,2025-06-27,2025-07-06
C012,Early Bird Bonus,Affiliate,Returning Users,3454,2847,2847,1015,44638.03,2025-06-03,2025-06-15
C002,Lucky Draw,Affiliate,New Users,29449,6392,4438,4438,32990.67,2025-06-30,2025-07-14
C003,Deposit Doubler,Social Media,High Rollers,17596,6629,3184,1635,19634.35,2025-06-25,2025-07-04
C004,Big Match Bonus,SMS,New Users,12465,4849,4849,4849,47535.0,2025-06-05,2025-06-18
C017,Lucky Draw,SMS,New Users,19197,6485,4648,4648,23745.38,2025-06-06,2025-06-15
C006,Welcome Bonus,Push Notification,Returning Users,46724,423,423,423,6351.17,2025-06-08,2025-06-20
C007,Weekend Frenzy,Push Notification,Returning Users,5016,5016,2632,1383,46896.32,2025-06-11,2025-06-19
C015,Mega Multiplier,Affiliate,Casual Bettors,39032,7502,7347,4756,40920.64,2025-06-19,2025-07-02
C011,Deposit Doubler,Social Media,Casual Bettors,15235,7095,442,442,12956.91,2025-06-05,2025-06-15
C003,Mega Multiplier,Email,High Rollers,28559,3573,3542,2582,8615.02,2025-06-06,2025-06-16
C006,Big Match Bonus,Push Notification,Casual Bettors,20478,1282,423,423,19762.8,2025-06-26,2025-07-03
C002,Late Night Thrill,SMS,Returning Users,19859,3560,3560,2203,45595.45,2025-06-10,2025-06-18
C014,Welcome Bonus,Push Notification,Casual Bettors,36584,2096,2096,2096,13593.91,2025-06-17,2025-06-26
C009,Weekend Frenzy,Social Media,Casual Bettors,48913,9377,1872,1401,1461.92,2025-06-15,2025-06-25
C018,VIP Reload,SMS,Casual Bettors,5673,1188,1188,1188,44340.37,2025-06-10,2025-06-20
C019,Welcome Bonus,Social Media,New Users,19704,1331,1331,1331,13832.05,2025-06-12,2025-06-25
C012,Comeback Offer,SMS,Casual Bettors,16116,9069,2822,2822,17031.88,2025-06-17,2025-06-24
C013,Welcome Bonus,Push Notification,Returning Users,3950,3950,1981,1981,17163.52,2025-06-27,2025-07-11
C012,Deposit Doubler,Social Media,New Users,28065,8977,5993,5993,21501.37,2025-06-02,2025-06-16
C012,Refer & Earn,Affiliate,Casual Bettors,16195,7806,1024,1024,36046.0,2025-06-13,2025-06-22
C018,Early Bird Bonus,SMS,Casual Bettors,15024,9879,832,832,41167.6,2025-06-19,2025-07-01
C009,Instant Win Promo,Social Media,Returning Users,23232,7538,6403,490,12506.92,2025-06-23,2025-07-03
C017,Early Bird Bonus,Social Media,High Rollers,39717,9405,965,965,9903.5,2025-06-07,2025-06-16
C016,Early Bird Bonus,Email,Returning Users,15888,318,318,318,6280.4,2025-06-16,2025-06-29
C017,Goal Galore,Email,Churned Users,37779,7634,817,817,41960.95,2025-06-25,2025-07-03
C008,Loyalty Bonus,Push Notification,Returning Users,13295,3725,2402,2182,12055.85,2025-06-21,2025-07-03
C011,Cashback Carnival,Affiliate,High Rollers,41198,1857,1857,1448,19172.22,2025-06-15,2025-06-28
C002,Goal Galore,Affiliate,Returning Users,9005,2587,2587,2587,14998.78,2025-06-08,2025-06-18
C008,Late Night Thrill,Social Media,New Users,28802,8794,5668,4341,49901.03,2025-06-02,2025-06-09
C012,High Roller Heaven,Social Media,New Users,18235,3583,390,390,6476.44,2025-06-09,2025-06-21
C001,Cashback Carnival,Social Media,Returning Users,26346,3751,3751,1207,16322.61,2025-06-12,2025-06-26
C013,Midweek Madness,SMS,New Users,32988,8250,5157,5157,26062.97,2025-06-18,2025-07-01
C017,Weekend Frenzy,Push Notification,High Rollers,37253,2394,2394,1697,24287.41,2025-06-05,2025-06-15
C014,Late Night Thrill,Push Notification,Churned Users,35781,2857,2857,2857,35581.43,2025-06-10,2025-06-22
C014,Early Bird Bonus,Email,Churned Users,43207,2164,2164,2164,29229.76,2025-06-18,2025-06-25
C016,Cashback Carnival,Social Media,High Rollers,36166,8004,1798,1798,26292.67,2025-06-30,2025-07-10
C017,Spin & Win,Social Media,Casual Bettors,25011,1119,1119,1119,40117.38,2025-06-18,2025-06-26
C006,Goal Galore,SMS,Casual Bettors,29979,2474,2100,2100,39028.71,2025-06-20,2025-07-04
C007,VIP Reload,Social Media,Churned Users,2563,2563,1797,1797,30640.63,2025-06-24,2025-07-01
C001,Refer & Earn,Social Media,New Users,10805,9280,4167,1786,24694.92,2025-06-27,2025-07-07
C015,Refer & Earn,Push Notification,New Users,39255,6182,1952,1952,25645.62,2025-06-19,2025-06-28
C020,Midweek Madness,Social Media,Casual Bettors,9391,7926,3900,3900,11189.01,2025-06-18,2025-07-01
C018,Spin & Win,SMS,Churned Users,14263,8411,902,902,10274.43,2025-06-09,2025-06-23
C013,Midweek Madness,SMS,Returning Users,36641,4754,3568,2722,30475.22,2025-06-01,2025-06-08
C002,Refer & Earn,Affiliate,Returning Users,21336,129,129,129,5211.18,2025-06-12,2025-06-23
C019,Bet & Chill,Affiliate,New Users,9128,1228,1228,1228,36413.29,2025-06-30,2025-07-08
C015,Early Bird Bonus,Email,High Rollers,47774,9622,2361,2361,6288.81,2025-06-06,2025-06-14
C012,Lucky Draw,SMS,Casual Bettors,19244,6184,6184,6184,27643.49,2025-06-20,2025-07-03
C015,Late Night Thrill,SMS,New Users,26302,2485,1394,1394,30869.76,2025-06-08,2025-06-16
C018,Weekend Frenzy,Push Notification,High Rollers,9337,6355,191,191,6151.42,2025-06-17,2025-06-26
C014,VIP Reload,Affiliate,High Rollers,21770,4885,684,684,8382.76,2025-06-17,2025-06-28
C006,Goal Galore,Email,Casual Bettors,41387,3957,3046,3046,11011.84,2025-06-25,2025-07-08
C012,Loyalty Bonus,Push Notification,High Rollers,3804,3804,949,949,3350.42,2025-06-22,2025-07-03
C020,Refer & Earn,Push Notification,High Rollers,11332,6896,6896,6896,39346.1,2025-06-11,2025-06-25
C006,Flash Bet Boost,Affiliate,Casual Bettors,41662,4683,564,564,24622.2,2025-06-21,2025-07-03
C009,Loyalty Bonus,Push Notification,Churned Users,29356,1327,90,90,4927.17,2025-06-04,2025-06-18
C004,Flash Bet Boost,Affiliate,Returning Users,49111,8780,777,777,10381.41,2025-06-24,2025-07-02
C017,Spin & Win,SMS,Churned Users,39719,3847,3847,2519,36751.44,2025-06-17,2025-06-27
C002,Big Match Bonus,SMS,Returning Users,3816,3816,2918,2918,33322.28,2025-06-28,2025-07-11
C016,Weekend Frenzy,Affiliate,Returning Users,45842,1491,1491,1491,33200.26,2025-06-30,2025-07-13
C014,Flash Bet Boost,Social Media,Casual Bettors,16712,669,669,669,41666.48,2025-06-02,2025-06-16
C008,Comeback Offer,Social Media,Churned Users,5520,2660,2660,2660,5661.27,2025-06-12,2025-06-21
C014,Big Match Bonus,Email,Casual Bettors,4953,2608,2608,2608,26499.42,2025-06-06,2025-06-15
C002,Loyalty Bonus,Social Media,Churned Users,32739,2620,2620,2620,38989.54,2025-06-22,2025-07-02
C016,Instant Win Promo,Email,High Rollers,19527,1006,1006,1006,44088.07,2025-06-08,2025-06-20
C004,VIP Reload,Affiliate,New Users,22095,2580,998,933,49273.2,2025-06-13,2025-06-25
C001,VIP Reload,Affiliate,Churned Users,15609,2046,2046,2046,46035.15,2025-06-12,2025-06-21
C020,Instant Win Promo,Affiliate,Churned Users,41199,8149,2427,342,47937.23,2025-06-16,2025-06-23
C014,Mega Multiplier,Email,High Rollers,40420,7865,4094,1113,1533.08,2025-06-16,2025-06-23
C008,Cashback Carnival,Push Notification,High Rollers,29696,1369,1369,1369,38439.48,2025-06-07,2025-06-17
C003,Midweek Madness,Email,Returning Users,2868,2121,2121,1238,3364.33,2025-06-22,2025-07-03
C005,Comeback Offer,Push Notification,New Users,39549,2848,2848,2848,1091.09,2025-06-09,2025-06-17
C006,Lucky Draw,SMS,New Users,4526,4526,4526,3773,2811.05,2025-06-04,2025-06-14
C008,Deposit Doubler,SMS,New Users,9671,9560,5152,4345,3161.88,2025-06-26,2025-07-09
C006,Comeback Offer,Push Notification,Churned Users,5415,4304,4304,4304,42495.09,2025-06-06,2025-06-13
C006,High Roller Heaven,Push Notification,Churned Users,18598,5635,2710,2710,29837.39,2025-06-29,2025-07-09
C004,Flash Bet Boost,Social Media,Casual Bettors,14341,751,751,751,17515.84,2025-06-23,2025-07-01
C007,Flash Bet Boost,Push Notification,Returning Users,15019,1573,1573,457,31515.61,2025-06-09,2025-06-23
C019,Midweek Madness,Push Notification,High Rollers,1291,147,147,147,28966.4,2025-06-01,2025-06-10
C007,Deposit Doubler,Affiliate,High Rollers,44922,5401,3820,1061,42594.28,2025-06-17,2025-06-26
C003,Early Bird Bonus,Email,High Rollers,28929,7766,4445,3575,3647.12,2025-06-30,2025-07-07
C008,Bet & Chill,Push Notification,Casual Bettors,32309,647,647,647,21609.02,2025-06-08,2025-06-22
C001,Lucky Draw,Affiliate,Casual Bettors,38006,4185,3684,3684,7403.43,2025-06-14,2025-06-24
C001,High Roller Heaven,Push Notification,Churned Users,27658,7950,7150,2646,28386.33,2025-06-04,2025-06-15
C014,Deposit Doubler,Social Media,Casual Bettors,15539,7141,812,812,21701.57,2025-06-01,2025-06-09
C006,Comeback Offer,Push Notification,Casual Bettors,10347,1353,1166,1166,9674.34,2025-06-16,2025-06-25
C010,Bet & Chill,Push Notification,High Rollers,2010,2010,2010,1573,30266.58,2025-06-07,2025-06-18
C014,Weekend Frenzy,Affiliate,Casual Bettors,10291,4409,112,112,37312.3,2025-06-13,2025-06-20
C004,Comeback Offer,Push Notification,Returning Users,32007,4190,4190,4190,5315.31,2025-06-16,2025-06-28
C006,Mega Multiplier,Affiliate,Casual Bettors,10599,9137,7611,7312,39063.41,2025-06-15,2025-06-29
C016,Deposit Doubler,Email,New Users,28744,5345,5345,4863,24416.37,2025-06-22,2025-07-01
C001,Comeback Offer,Affiliate,Casual Bettors,39744,7707,899,899,26672.05,2025-06-26,2025-07-05
C006,Flash Bet Boost,Email,Churned Users,31762,7519,2987,2987,5360.87,2025-06-23,2025-06-30
C009,Late Night Thrill,Push Notification,Returning Users,30994,7577,3466,624,39137.48,2025-06-04,2025-06-18
C015,Mega Multiplier,Email,Casual Bettors,14031,1588,1588,1588,34186.88,2025-06-22,2025-07-04
C012,Big Match Bonus,SMS,Churned Users,22311,1079,836,836,35707.26,2025-06-04,2025-06-16
C003,Midweek Madness,SMS,Returning Users,32120,9318,6197,2065,38430.08,2025-06-28,2025-07-06
C011,Spin & Win,Affiliate,Casual Bettors,10641,8909,182,182,26396.94,2025-06-27,2025-07-10
C015,Refer & Earn,Social Media,Returning Users,15313,7324,5783,3315,8675.25,2025-06-22,2025-07-03
C003,High Roller Heaven,Push Notification,New Users,3476,1662,1662,1662,39934.48,2025-06-24,2025-07-01
C014,Refer & Earn,SMS,High Rollers,6710,3864,1192,1192,11762.65,2025-06-13,2025-06-24
C002,Bet & Chill,Social Media,Casual Bettors,17714,9854,917,917,13122.3,2025-06-08,2025-06-21
C004,Weekend Frenzy,Affiliate,Returning Users,48601,3803,2989,2989,42075.88,2025-06-24,2025-07-01
C019,Midweek Madness,Email,Churned Users,33015,6633,5617,1581,18086.61,2025-06-25,2025-07-05
C012,VIP Reload,Push Notification,New Users,37137,4005,4005,647,27649.21,2025-06-04,2025-06-18
C002,Bet & Chill,Email,High Rollers,21353,267,267,267,5637.97,2025-06-03,2025-06-14
C017,Big Match Bonus,Push Notification,Churned Users,27458,5216,230,230,36990.04,2025-06-20,2025-06-27
C003,Bet & Chill,SMS,New Users,42650,941,941,941,11585.23,2025-06-05,2025-06-15
C010,Spin & Win,Social Media,Casual Bettors,28921,2873,2873,1277,40864.64,2025-06-18,2025-06-30
C016,Instant Win Promo,Affiliate,Churned Users,15060,9863,4666,2406,37910.66,2025-06-30,2025-07-14
C009,Comeback Offer,Push Notification,Returning Users,15009,8577,3130,2611,18920.92,2025-06-15,2025-06-28
C011,Lucky Draw,SMS,New Users,14045,7993,1530,1530,24636.21,2025-06-14,2025-06-22
C015,Lucky Draw,Affiliate,New Users,2476,2476,2476,2476,45836.36,2025-06-10,2025-06-19
C003,Cashback Carnival,Push Notification,Casual Bettors,21096,6183,6183,2208,34227.17,2025-06-14,2025-06-21
C016,Deposit Doubler,SMS,New Users,36470,5791,4002,3824,25529.26,2025-06-21,2025-07-04
C012,Bet & Chill,Affiliate,High Rollers,35582,5142,4638,4433,3017.16,2025-06-22,2025-07-06
C005,Bet & Chill,Email,Returning Users,31261,4692,713,697,5029.02,2025-06-10,2025-06-22
C007,Cashback Carnival,Social Media,Casual Bettors,30017,3280,3280,3280,3593.42,2025-06-02,2025-06-10
C009,Goal Galore,Social Media,High Rollers,20267,3252,3252,3252,5154.02,2025-06-01,2025-06-13
C018,Welcome Bonus,Email,Casual Bettors,5054,2444,2444,2444,14538.36,2025-06-27,2025-07-11
C008,Midweek Madness,Social Media,Casual Bettors,46694,2743,1611,1111,37515.39,2025-06-03,2025-06-16
C012,Flash Bet Boost,Social Media,Returning Users,9411,9411,5342,689,21620.07,2025-06-25,2025-07-05
C020,Comeback Offer,Push Notification,New Users,15446,2831,2831,2831,14770.57,2025-06-28,2025-07-06
C002,Spin & Win,SMS,Casual Bettors,38034,2243,1633,1633,5815.24,2025-06-28,2025-07-08
C010,Bet & Chill,Email,Churned Users,11316,654,654,654,42666.32,2025-06-15,2025-06-27
C019,Big Match Bonus,SMS,Returning Users,16887,6164,6164,1646,15777.64,2025-06-17,2025-06-28
C009,Comeback Offer,Social Media,Returning Users,34033,4454,4454,1920,45504.98,2025-06-08,2025-06-19
C008,Cashback Carnival,SMS,Churned Users,37906,4945,4945,4391,29030.75,2025-06-05,2025-06-15
C001,Late Night Thrill,Affiliate,Returning Users,28437,4874,2250,2250,34495.36,2025-06-05,2025-06-17
C006,Refer & Earn,Email,Casual Bettors,40352,2137,2137,2137,49546.41,2025-06-15,2025-06-27
C012,High Roller Heaven,Email,High Rollers,22119,291,291,291,41056.11,2025-06-29,2025-07-13
C019,Big Match Bonus,Email,New Users,29373,1351,1351,1202,25437.46,2025-06-13,2025-06-23
C017,High Roller Heaven,Push Notification,High Rollers,41507,2191,2191,2191,48742.66,2025-06-04,2025-06-14
C002,Refer & Earn,SMS,Returning Users,18788,3967,3967,495,40256.89,2025-06-01,2025-06-09
C011,Bet & Chill,SMS,Churned Users,28909,3250,3250,1258,46782.78,2025-06-08,2025-06-20
C018,Bet & Chill,Push Notification,Returning Users,38467,8731,5319,2090,8508.63,2025-06-18,2025-06-28
C011,Midweek Madness,Email,Returning Users,2580,917,917,917,15324.21,2025-06-23,2025-07-03
C018,Welcome Bonus,Push Notification,Returning Users,3280,3009,3009,3009,23278.5,2025-06-01,2025-06-12
C008,VIP Reload,Push Notification,New Users,6107,5630,224,224,39798.43,2025-06-12,2025-06-26
C015,Midweek Madness,Social Media,Returning Users,6340,6340,2190,64,34618.49,2025-06-17,2025-06-28
C009,Cashback Carnival,Email,Returning Users,22061,207,207,207,27307.92,2025-06-18,2025-06-25
C015,VIP Reload,Affiliate,Returning Users,2280,2280,2280,2280,39473.63,2025-06-02,2025-06-10
C007,VIP Reload,Social Media,Churned Users,2692,2692,2692,2692,32905.59,2025-06-15,2025-06-24
C020,Comeback Offer,Email,Casual Bettors,47084,9588,7861,2525,20832.74,2025-06-22,2025-07-03
C013,Late Night Thrill,Email,Returning Users,22105,8256,6332,1353,25654.44,2025-06-06,2025-06-20
C013,Weekend Frenzy,Email,Returning Users,8928,2695,2488,2488,49767.22,2025-06-14,2025-06-22
C001,Comeback Offer,SMS,Returning Users,25331,9985,2600,2600,32478.3,2025-06-12,2025-06-20
C020,Goal Galore,Email,New Users,28015,4219,4219,2405,30367.19,2025-06-16,2025-06-29
C004,Loyalty Bonus,Email,Churned Users,26450,8137,698,698,4884.41,2025-06-25,2025-07-09
C004,VIP Reload,Affiliate,High Rollers,45102,5907,5569,5069,22302.35,2025-06-27,2025-07-09
C004,Bet & Chill,Email,Casual Bettors,6701,4271,4271,4271,34971.36,2025-06-05,2025-06-13
C013,High Roller Heaven,Push Notification,Returning Users,29095,8354,7543,4290,28810.77,2025-06-25,2025-07-06
C002,Comeback Offer,Email,High Rollers,25290,3127,3127,3127,43290.46,2025-06-23,2025-07-07
C015,Late Night Thrill,Email,High Rollers,25217,3993,3993,3993,2469.16,2025-06-14,2025-06-22
C004,Bet & Chill,Email,New Users,26344,7463,4394,1335,16356.75,2025-06-21,2025-07-05
C006,Early Bird Bonus,SMS,New Users,7810,1356,952,952,24095.68,2025-06-21,2025-07-01
C003,Refer & Earn,Social Media,High Rollers,35462,9804,3481,1190,34938.86,2025-06-01,2025-06-10
C007,Bet & Chill,SMS,Returning Users,43358,5197,5197,5197,43473.18,2025-06-21,2025-06-30
C006,Goal Galore,Affiliate,Casual Bettors,10065,4054,4054,2987,16121.18,2025-06-06,2025-06-15
C003,Mega Multiplier,Affiliate,Returning Users,12956,1033,1033,609,19972.31,2025-06-27,2025-07-09
C004,Early Bird Bonus,Push Notification,Churned Users,44889,5377,1257,1257,5070.95,2025-06-14,2025-06-26
C010,VIP Reload,Push Notification,Churned Users,31767,9831,2935,1205,764.5,2025-06-14,2025-06-23
C009,Bet & Chill,Affiliate,Churned Users,7793,6263,2512,2512,42217.46,2025-06-13,2025-06-27
C006,Spin & Win,Social Media,Returning Users,28803,2205,2205,2072,43569.14,2025-06-30,2025-07-09
C020,Lucky Draw,Social Media,New Users,39155,9736,4590,3602,46731.91,2025-06-05,2025-06-18
C011,Comeback Offer,Affiliate,High Rollers,35881,8641,5913,5913,25727.5,2025-06-22,2025-07-03
C007,VIP Reload,Email,High Rollers,22841,6854,4075,4075,27777.06,2025-06-27,2025-07-10
C018,Flash Bet Boost,SMS,Returning Users,14428,4013,1270,1270,22758.83,2025-06-19,2025-07-02
C004,Lucky Draw,SMS,Returning Users,26980,624,624,624,22597.13,2025-06-06,2025-06-15
C005,Flash Bet Boost,Email,Casual Bettors,12453,8910,2204,1784,29503.47,2025-06-26,2025-07-09
C004,Lucky Draw,Social Media,Churned Users,26899,4526,4526,4526,16390.27,2025-06-23,2025-06-30
C004,Early Bird Bonus,SMS,Returning Users,46226,9457,6662,1088,40564.16,2025-06-24,2025-07-06
C013,Loyalty Bonus,SMS,Casual Bettors,11774,3309,3309,2567,35995.47,2025-06-18,2025-07-01
C016,Welcome Bonus,Push Notification,Casual Bettors,18289,5762,5762,5762,30127.94,2025-06-22,2025-07-04
C014,VIP Reload,Social Media,New Users,20344,8669,4401,4401,28558.28,2025-06-07,2025-06-16
C011,Refer & Earn,Affiliate,Churned Users,5016,5016,1195,1195,34235.45,2025-06-10,2025-06-20
C002,Early Bird Bonus,Affiliate,High Rollers,48289,2432,2432,741,9004.04,2025-06-10,2025-06-22
C014,Midweek Madness,Email,Returning Users,36081,8246,693,693,37757.31,2025-06-30,2025-07-09
C007,Deposit Doubler,SMS,New Users,38571,7753,3801,3801,44296.4,2025-06-18,2025-07-02
C011,Mega Multiplier,Affiliate,New Users,4940,4940,3082,3082,31337.73,2025-06-05,2025-06-12
C004,Bet & Chill,Email,Casual Bettors,47220,5756,4490,4490,47063.52,2025-06-29,2025-07-09
C007,Weekend Frenzy,Push Notification,High Rollers,49219,1785,1785,1168,8144.28,2025-06-16,2025-06-25
C016,VIP Reload,Social Media,New Users,15942,866,866,866,5333.71,2025-06-29,2025-07-12
C006,Flash Bet Boost,SMS,Churned Users,1208,1208,1208,214,30021.77,2025-06-16,2025-06-28
C006,Goal Galore,SMS,New Users,45020,2667,960,218,37367.53,2025-06-03,2025-06-12
C002,Spin & Win,Email,Casual Bettors,41866,7180,1744,1744,9141.62,2025-06-10,2025-06-18
C008,Comeback Offer,SMS,New Users,36715,327,327,327,11387.33,2025-06-14,2025-06-25
C007,VIP Reload,Social Media,Casual Bettors,33717,2540,2540,2540,26922.11,2025-06-04,2025-06-14
C014,Late Night Thrill,Affiliate,New Users,20940,536,536,536,46035.89,2025-06-09,2025-06-22
C009,Spin & Win,Email,Churned Users,40904,9855,4655,1538,1325.9,2025-06-13,2025-06-23
C015,Bet & Chill,Social Media,Returning Users,23155,6122,6122,6122,5540.53,2025-06-08,2025-06-18
C018,Lucky Draw,SMS,Returning Users,26537,1058,1058,1058,40130.36,2025-06-06,2025-06-19
C012,Refer & Earn,Affiliate,New Users,19757,7755,3973,3973,46386.63,2025-06-29,2025-07-12
C019,Early Bird Bonus,Social Media,High Rollers,11924,9676,4576,2336,40859.39,2025-06-07,2025-06-21
C013,Big Match Bonus,Affiliate,Returning Users,12902,1155,246,246,32816.6,2025-06-07,2025-06-16
C007,Late Night Thrill,Affiliate,New Users,30153,7012,7012,548,42483.7,2025-06-30,2025-07-07
C010,Cashback Carnival,Email,Returning Users,14425,5195,5195,2304,40928.34,2025-06-19,2025-06-27
C010,Lucky Draw,SMS,Casual Bettors,49807,3694,3694,3694,40334.65,2025-06-28,2025-07-05
C002,Comeback Offer,Push Notification,New Users,7858,4931,4931,4573,47932.08,2025-06-23,2025-07-02
C014,Cashback Carnival,Push Notification,New Users,33119,4437,4437,2821,48580.9,2025-06-05,2025-06-16
C013,Deposit Doubler,Push Notification,Returning Users,9329,4252,1579,1579,11708.29,2025-06-17,2025-06-26
C006,Goal Galore,Social Media,Churned Users,28363,8360,2197,1379,28406.49,2025-06-25,2025-07-06
C009,Instant Win Promo,Push Notification,New Users,17978,2246,2246,2246,18435.26,2025-06-20,2025-07-04
C013,Weekend Frenzy,SMS,New Users,32031,9144,4315,884,29588.08,2025-06-02,2025-06-13
C009,Welcome Bonus,Push Notification,Churned Users,44329,9409,3896,2135,42212.79,2025-06-05,2025-06-16
C013,Refer & Earn,Affiliate,Churned Users,3812,953,953,953,17580.54,2025-06-18,2025-07-02
C005,Big Match Bonus,Affiliate,Churned Users,21492,6829,4455,3253,26226.68,2025-06-18,2025-07-01
C014,Mega Multiplier,Affiliate,High Rollers,48518,2601,339,339,34384.47,2025-06-19,2025-06-27
C005,Lucky Draw,Push Notification,High Rollers,7720,6960,3443,1672,25220.61,2025-06-25,2025-07-06
C009,High Roller Heaven,SMS,Churned Users,32052,7151,584,584,48470.07,2025-06-03,2025-06-16
C008,VIP Reload,SMS,High Rollers,8342,3882,1129,1129,22945.12,2025-06-26,2025-07-10
C007,Bet & Chill,Push Notification,Churned Users,47574,6454,4779,4779,28122.03,2025-06-16,2025-06-24
C008,VIP Reload,SMS,Casual Bettors,42176,4687,4687,4527,18449.84,2025-06-19,2025-06-30
C003,High Roller Heaven,Push Notification,Casual Bettors,37474,6504,6504,6504,4496.1,2025-06-13,2025-06-20
C015,Bet & Chill,SMS,New Users,22093,6479,6205,2427,38418.25,2025-06-04,2025-06-17
